listing_id,url,make,model,manufactured,type_of_vehicle,power,engine_cap,curb_weight,no_of_owners,mileage,price
1017811,https://www.sgcarmart.com/listing/1017811,mercedes-benz,e180,2020,luxury sedan,115,1497,1635,1,8600,186880
1029969,https://www.sgcarmart.com/listing/1029969,honda,stream,2008,mpv,103,1799,1370,3,153000,15988
1029472,https://www.sgcarmart.com/listing/1029472,aston martin,v8,2016,sports car,313,4735,1610,1,35000,333000
1012905,https://www.sgcarmart.com/listing/1012905,bentley,continental,2013,sports car,373,3993,2470,4,32700,328000
1022627,https://www.sgcarmart.com/listing/1022627,bmw,528i,2011,luxury sedan,190,2996,1730,2,98558,101820
1025918,https://www.sgcarmart.com/listing/1025918,toyota,camry,2019,luxury sedan,155,2487,1570,1,40588,122800
1024764,https://www.sgcarmart.com/listing/1024764,mercedes-benz,b180,2020,hatchback,96,1332,1405,1,800,149800
988848,https://www.sgcarmart.com/listing/988848,jaguar,xf,2008,luxury sedan,175,2967,1735,6,100300,53800
1026497,https://www.sgcarmart.com/listing/1026497,mercedes-benz,amg,2020,suv,120,1332,1690,1,88,201800
1030804,https://www.sgcarmart.com/listing/1030804,hyundai,avante,2009,mid-sized sedan,89,1591,1264,3,127015,20800
988395,https://www.sgcarmart.com/listing/988395,bmw,m4,2016,sports car,331,2979,1540,2,25000,279000
1029875,https://www.sgcarmart.com/listing/1029875,mercedes-benz,s320l,2017,luxury sedan,200,2996,1940,2,33000,279000
1016134,https://www.sgcarmart.com/listing/1016134,toyota,corolla,2009,mid-sized sedan,80,1598,1195,3,128000,21000
C1023134,https://www.sgcarmart.com/listing/C1023134,honda,civic,2018,mid-sized sedan,127,1498,1324,1,43000,98800
1017352,https://www.sgcarmart.com/listing/1017352,toyota,previa,2012,mpv,125,2362,1845,3,100000,28300
1017772,https://www.sgcarmart.com/listing/1017772,bmw,x1,2017,suv,103,1499,1430,2,53000,101700
1028699,https://www.sgcarmart.com/listing/1028699,ferrari,488,2018,sports car,493,3902,1515,1,11061,860000
1003059,https://www.sgcarmart.com/listing/1003059,skoda,karoq,2019,suv,110,1498,1393,1,12000,116800
1011145,https://www.sgcarmart.com/listing/1011145,audi,q2,2018,suv,110,1395,1355,1,34200,106000
1007287,https://www.sgcarmart.com/listing/1007287,bmw,640i,2011,sports car,235,2979,1660,3,89000,144000
1020714,https://www.sgcarmart.com/listing/1020714,volkswagen,golf,2011,sports car,118,1390,1503,3,98000,79800
1029026,https://www.sgcarmart.com/listing/1029026,honda,jazz,2018,hatchback,73,1318,1052,1,28896,53999
1024390,https://www.sgcarmart.com/listing/1024390,hyundai,avante,2019,mid-sized sedan,93,1591,1345,1,45447,77800
1025013,https://www.sgcarmart.com/listing/1025013,bmw,335i,2008,sports car,225,2979,1615,4,148000,79800
1027221,https://www.sgcarmart.com/listing/1027221,honda,freed,2018,mpv,101,1496,XXXXX,1,21496,96800
1013953,https://www.sgcarmart.com/listing/1013953,honda,e,2019,mpv,129,2356,1776,1,56000,128800
966342,https://www.sgcarmart.com/listing/966342,hyundai,elantra,2018,mid-sized sedan,93,1591,1345,1,6468,53999
968915,https://www.sgcarmart.com/listing/968915,honda,civic,2019,mid-sized sedan,127,1498,1310,-1,16000,104000
1010643,https://www.sgcarmart.com/listing/1010643,toyota,harrier,2015,suv,111,1986,1610,1,73294,80000
1000357,https://www.sgcarmart.com/listing/1000357,mercedes-benz,a200,2013,hatchback,115,1595,1395,3,120000,45800
966499,https://www.sgcarmart.com/listing/966499,mercedes-benz,amg,2019,luxury sedan,100,1332,1410,1,88,169800
1010478,https://www.sgcarmart.com/listing/1010478,bmw,x2,2018,suv,141,1998,1460,1,73000,122777
1022082,https://www.sgcarmart.com/listing/1022082,bmw,116d,2018,hatchback,85,1496,1350,3,59000,83800
1024033,https://www.sgcarmart.com/listing/1024033,honda,shuttle,2017,stationwagon,97,1496,1130,1,80000,61800
1013304,https://www.sgcarmart.com/listing/1013304,nissan,teana,2015,luxury sedan,127,2488,1510,1,79000,61800
1012251,https://www.sgcarmart.com/listing/1012251,bmw,i8,2018,sports car,275,1499,1595,1,1000,488000
1027531,https://www.sgcarmart.com/listing/1027531,mercedes-benz,gla180,2019,suv,90,1595,1435,1,30000,117800
1030756,https://www.sgcarmart.com/listing/1030756,mitsubishi,lancer,2015,mid-sized sedan,86,1590,1289,2,44685,36555
1016588,https://www.sgcarmart.com/listing/1016588,toyota,estima,2009,mpv,125,2362,1770,3,130000,63800
1026897,https://www.sgcarmart.com/listing/1026897,bmw,x1,2019,suv,103,1499,1430,2,28425,126800
1027487,https://www.sgcarmart.com/listing/1027487,mercedes-benz,a200,2019,luxury sedan,120,1332,1385,1,90,168800
985656,https://www.sgcarmart.com/listing/985656,toyota,corolla,2011,mid-sized sedan,90,1598,1195,1,95000,39800
1031233,https://www.sgcarmart.com/listing/1031233,bmw,320i,2012,luxury sedan,135,1997,1420,5,171000,101800
1007645,https://www.sgcarmart.com/listing/1007645,proton,exora,2009,mpv,93,1597,1422,3,135000,23000
1025146,https://www.sgcarmart.com/listing/1025146,mitsubishi,lancer,2008,mid-sized sedan,79,1584,1162,3,220000,58000
975233,https://www.sgcarmart.com/listing/975233,toyota,sienta,2019,mpv,73,1496,1380,1,5000,91888
1020780,https://www.sgcarmart.com/listing/1020780,kia,cerato,2009,mid-sized sedan,92,1591,1251,4,147000,21800
1030943,https://www.sgcarmart.com/listing/1030943,chevrolet,cruze,2015,mid-sized sedan,86,1598,1413,1,114697,40800
1027930,https://www.sgcarmart.com/listing/1027930,bmw,730i,2016,luxury sedan,190,1998,1680,1,34982,204888
1029217,https://www.sgcarmart.com/listing/1029217,mercedes-benz,e200,2014,luxury sedan,135,1991,1655,1,42000,87800
1012608,https://www.sgcarmart.com/listing/1012608,bmw,218d,2017,hatchback,110,1995,1485,1,60000,82800
1015475,https://www.sgcarmart.com/listing/1015475,mercedes-benz,a250,2013,hatchback,155,1991,1465,3,96000,49800
1004679,https://www.sgcarmart.com/listing/1004679,audi,a5,2017,luxury sedan,140,1984,1535,1,30000,128800
1019872,https://www.sgcarmart.com/listing/1019872,bmw,325i,2010,sports car,160,2497,1685,3,43000,87888
990351,https://www.sgcarmart.com/listing/990351,toyota,corolla,2009,mid-sized sedan,80,1598,1195,3,150000,20800
999703,https://www.sgcarmart.com/listing/999703,nissan,teana,2016,luxury sedan,100,1997,1470,1,66600,65800
1005005,https://www.sgcarmart.com/listing/1005005,honda,fit,2019,hatchback,73,1317,1030,1,13135,74800
1011056,https://www.sgcarmart.com/listing/1011056,kia,cerato,2017,mid-sized sedan,95,1591,1295,1,68000,58800
C993373,https://www.sgcarmart.com/listing/C993373,volkswagen,golf,2015,sports car,162,1984,1370,2,90000,108888
1008239,https://www.sgcarmart.com/listing/1008239,porsche,cayenne,2015,suv,220,3598,2115,-1,108000,230000
1020713,https://www.sgcarmart.com/listing/1020713,mercedes-benz,a180,2018,hatchback,100,1332,1365,1,28451,118998
996910,https://www.sgcarmart.com/listing/996910,honda,vezel,2016,suv,112,1496,1280,1,59416,65800
1029373,https://www.sgcarmart.com/listing/1029373,mercedes-benz,cla200,2016,luxury sedan,115,1595,1395,2,39088,103999
988904,https://www.sgcarmart.com/listing/988904,toyota,wish,2016,mpv,105,1797,1350,1,45000,73888
1015100,https://www.sgcarmart.com/listing/1015100,mercedes-benz,amg,2019,sports car,145,1497,1730,2,23000,203800
983904,https://www.sgcarmart.com/listing/983904,alfa romeo,giulia,2019,sports car,375,2891,1695,1,15000,263000
1016369,https://www.sgcarmart.com/listing/1016369,honda,freed,2018,mpv,101,1496,1430,1,21355,92800
1016361,https://www.sgcarmart.com/listing/1016361,audi,tt,2012,sports car,155,1984,1315,2,63000,61000
1023218,https://www.sgcarmart.com/listing/1023218,honda,civic,2020,mid-sized sedan,92,1597,1237,1,350,83800
1001530,https://www.sgcarmart.com/listing/1001530,toyota,harrier,2019,suv,170,1998,1695,1,19000,121888
966148,https://www.sgcarmart.com/listing/966148,mercedes-benz,cls350,2011,luxury sedan,225,3498,1735,3,73551,125499
1016901,https://www.sgcarmart.com/listing/1016901,honda,shuttle,2017,stationwagon,97,1496,1190,1,63888,70800
1022634,https://www.sgcarmart.com/listing/1022634,bmw,520i,2012,luxury sedan,135,1997,1610,1,88000,97800
998099,https://www.sgcarmart.com/listing/998099,audi,a5,2017,luxury sedan,140,1984,1535,2,84000,124888
1003709,https://www.sgcarmart.com/listing/1003709,honda,vezel,2015,suv,96,1496,1190,3,79000,54800
1021325,https://www.sgcarmart.com/listing/1021325,mercedes-benz,cla180,2016,luxury sedan,90,1595,1430,1,112000,86800
1015806,https://www.sgcarmart.com/listing/1015806,mercedes-benz,a180,2014,hatchback,90,1595,1395,2,103951,50500
982480,https://www.sgcarmart.com/listing/982480,mercedes-benz,c180,2016,luxury sedan,115,1595,1425,1,42900,109220
1018151,https://www.sgcarmart.com/listing/1018151,toyota,corolla,2018,mid-sized sedan,96,1598,1230,1,63000,79800
1024618,https://www.sgcarmart.com/listing/1024618,mitsubishi,lancer,2008,mid-sized sedan,79,1584,1162,1,120000,45800
1029635,https://www.sgcarmart.com/listing/1029635,mazda,2,2019,suv,170,2488,1916,1,11700,172800
1012982,https://www.sgcarmart.com/listing/1012982,toyota,vios,2011,mid-sized sedan,80,1497,1095,2,117228,36800
C1000536,https://www.sgcarmart.com/listing/C1000536,toyota,vellfire,2017,mpv,206,3456,2070,1,25000,171888
1009751,https://www.sgcarmart.com/listing/1009751,kia,cerato,2016,mid-sized sedan,95,1591,1295,1,95600,48800
1031091,https://www.sgcarmart.com/listing/1031091,toyota,corolla,2008,mid-sized sedan,80,1598,1195,5,148000,15300
1016510,https://www.sgcarmart.com/listing/1016510,honda,s2000,2008,sports car,177,1997,1270,3,117500,153500
1030477,https://www.sgcarmart.com/listing/1030477,honda,civic,2016,mid-sized sedan,92,1597,1249,2,47500,64800
1004227,https://www.sgcarmart.com/listing/1004227,porsche,cayman,2010,sports car,235,3436,1450,3,59000,175800
1025040,https://www.sgcarmart.com/listing/1025040,mercedes-benz,cls400,2014,luxury sedan,245,2996,1775,2,63300,149800
1017241,https://www.sgcarmart.com/listing/1017241,audi,a4,2014,luxury sedan,125,1798,1545,1,68559,52998
1008901,https://www.sgcarmart.com/listing/1008901,mazda,2,2017,luxury sedan,141,2488,1515,1,64000,93888
1009660,https://www.sgcarmart.com/listing/1009660,toyota,wish,2014,mpv,105,1798,1360,1,79000,49888
1020364,https://www.sgcarmart.com/listing/1020364,porsche,panamera,2010,sports car,300,3605,1760,3,75000,146000
1027320,https://www.sgcarmart.com/listing/1027320,jaguar,e-pace,2018,suv,221,1997,1819,2,32000,140999
978128,https://www.sgcarmart.com/listing/978128,mazda,3,2016,mid-sized sedan,88,1496,1321,1,72000,48800
993882,https://www.sgcarmart.com/listing/993882,mercedes-benz,amg,2019,luxury sedan,100,1332,1410,-1,7700,163000
1001793,https://www.sgcarmart.com/listing/1001793,honda,city,2016,mid-sized sedan,88,1497,1096,2,62000,55800
990808,https://www.sgcarmart.com/listing/990808,mercedes-benz,amg,2020,luxury sedan,235,1991,1990,1,88,266800
1027955,https://www.sgcarmart.com/listing/1027955,nissan,note,2021,hatchback,85,1198,1220,1,7500,90800
1018694,https://www.sgcarmart.com/listing/1018694,mercedes-benz,amg,2019,luxury sedan,100,1332,1410,1,22000,171000
1025987,https://www.sgcarmart.com/listing/1025987,bmw,x2,2018,suv,103,1499,1415,2,38268,129800
965573,https://www.sgcarmart.com/listing/965573,toyota,corolla,2018,mid-sized sedan,96,1598,1230,1,53500,77998
1022557,https://www.sgcarmart.com/listing/1022557,honda,odyssey,2016,mpv,140,2356,1810,1,106000,103800
1008241,https://www.sgcarmart.com/listing/1008241,jaguar,xe,2018,luxury sedan,147,1998,1679,1,22500,105800
1007649,https://www.sgcarmart.com/listing/1007649,mitsubishi,outlander,2015,suv,123,2360,1530,2,82996,57800
1020936,https://www.sgcarmart.com/listing/1020936,honda,e,2015,mpv,129,2356,1855,2,111000,62800
1030856,https://www.sgcarmart.com/listing/1030856,toyota,corolla,2014,mid-sized sedan,90,1598,1205,3,94500,42800
1016948,https://www.sgcarmart.com/listing/1016948,honda,e,2016,mpv,129,2356,1855,1,82000,84000
1002390,https://www.sgcarmart.com/listing/1002390,honda,civic,2017,mid-sized sedan,92,1597,1249,1,81139,74800
1030290,https://www.sgcarmart.com/listing/1030290,bmw,x1,2019,suv,103,1499,1430,1,22500,133000
1027259,https://www.sgcarmart.com/listing/1027259,mercedes-benz,c180,2015,luxury sedan,115,1595,1425,-1,116000,78000
996974,https://www.sgcarmart.com/listing/996974,mazda,2,2017,mpv,111,1998,1532,1,62000,75888
995546,https://www.sgcarmart.com/listing/995546,bmw,528i,2010,luxury sedan,150,2996,1730,4,92800,85800
1005265,https://www.sgcarmart.com/listing/1005265,porsche,macan,2016,suv,190,2967,1955,3,55965,192800
1000839,https://www.sgcarmart.com/listing/1000839,toyota,estima,2008,mpv,125,2362,1710,3,130000,57800
1026670,https://www.sgcarmart.com/listing/1026670,bmw,m3,2020,luxury sedan,285,2998,1670,1,18000,318000
987159,https://www.sgcarmart.com/listing/987159,mitsubishi,evolution,2006,sports car,206,1997,1330,6,110000,151800
1014589,https://www.sgcarmart.com/listing/1014589,subaru,impreza,2008,mid-sized sedan,79,1498,1310,5,120000,16800
1016819,https://www.sgcarmart.com/listing/1016819,honda,vezel,2016,suv,112,1496,XXXXX,1,20111,85800
1009092,https://www.sgcarmart.com/listing/1009092,mercedes-benz,amg,2019,luxury sedan,287,2996,1750,1,7500,260000
C1019586,https://www.sgcarmart.com/listing/C1019586,bmw,116i,2012,hatchback,100,1598,1310,1,40000,54800
1027648,https://www.sgcarmart.com/listing/1027648,audi,a3,2017,luxury sedan,85,999,1280,1,42898,85600
1019679,https://www.sgcarmart.com/listing/1019679,ferrari,gtc4lusso,2019,sports car,449,3855,1865,1,6800,890000
970505,https://www.sgcarmart.com/listing/970505,lexus,gs,2017,luxury sedan,180,1998,1665,2,44000,142988
1027269,https://www.sgcarmart.com/listing/1027269,mclaren,12c,2011,sports car,441,3798,1514,3,54000,298000
1002156,https://www.sgcarmart.com/listing/1002156,audi,tt,2015,sports car,169,1984,1500,4,44000,120000
1000730,https://www.sgcarmart.com/listing/1000730,mercedes-benz,glc250,2016,suv,155,1991,1735,2,49000,138800
1019300,https://www.sgcarmart.com/listing/1019300,mercedes-benz,amg,2019,luxury sedan,120,1332,1420,1,38000,162800
1009433,https://www.sgcarmart.com/listing/1009433,mercedes-benz,e200,2018,luxury sedan,135,1991,1605,1,46575,177800
983661,https://www.sgcarmart.com/listing/983661,toyota,raize,2020,suv,72,996,970,1,8,93800
1014777,https://www.sgcarmart.com/listing/1014777,honda,fit,2008,hatchback,73,1339,1070,6,147000,16988
1004012,https://www.sgcarmart.com/listing/1004012,porsche,macan,2017,suv,185,1984,1845,1,25100,210000
1008480,https://www.sgcarmart.com/listing/1008480,bmw,318i,2017,luxury sedan,100,1499,1425,1,60000,109500
989003,https://www.sgcarmart.com/listing/989003,peugeot,508,2015,mid-sized sedan,88,1560,1445,1,72000,49800
1001439,https://www.sgcarmart.com/listing/1001439,toyota,corolla,2016,mid-sized sedan,90,1598,1205,1,67162,54800
1025811,https://www.sgcarmart.com/listing/1025811,toyota,camry,2016,luxury sedan,123,1998,1480,1,59491,74800
998014,https://www.sgcarmart.com/listing/998014,toyota,corolla,2016,mid-sized sedan,90,1598,1205,1,53217,53800
1022121,https://www.sgcarmart.com/listing/1022121,nissan,fairlady,2009,sports car,245,3696,1490,2,99000,83800
1029267,https://www.sgcarmart.com/listing/1029267,volkswagen,golf,2012,sports car,118,1390,1503,1,135000,34500
998664,https://www.sgcarmart.com/listing/998664,toyota,allion,2008,mid-sized sedan,81,1496,1200,3,116900,45800
1029889,https://www.sgcarmart.com/listing/1029889,audi,a3,2016,luxury sedan,92,1395,1310,1,69500,68800
1022694,https://www.sgcarmart.com/listing/1022694,volvo,s60,2015,luxury sedan,180,1969,1557,1,108000,67800
990814,https://www.sgcarmart.com/listing/990814,honda,civic,2009,mid-sized sedan,103,1799,1219,2,149000,69800
1019078,https://www.sgcarmart.com/listing/1019078,mercedes-benz,amg,2016,luxury sedan,245,3498,1775,1,65000,178800
1020463,https://www.sgcarmart.com/listing/1020463,volkswagen,golf,2012,sports car,188,1984,1466,2,73000,133000
1027773,https://www.sgcarmart.com/listing/1027773,bmw,218i,2020,luxury sedan,103,1499,1375,1,7400,143800
1025463,https://www.sgcarmart.com/listing/1025463,mazda,3,2015,mid-sized sedan,88,1496,1321,2,86888,44999
1018268,https://www.sgcarmart.com/listing/1018268,honda,vezel,2018,suv,96,1496,1190,1,30000,83000
1029349,https://www.sgcarmart.com/listing/1029349,skoda,octavia,2018,mid-sized sedan,180,1984,1577,1,50000,122800
1027738,https://www.sgcarmart.com/listing/1027738,bmw,x1,2019,suv,103,1499,1430,2,40000,124800
1026370,https://www.sgcarmart.com/listing/1026370,honda,stream,2007,mpv,103,1799,1370,5,165029,14998
1020548,https://www.sgcarmart.com/listing/1020548,honda,city,2020,mid-sized sedan,89,1498,1126,-1,18688,92800
1030707,https://www.sgcarmart.com/listing/1030707,audi,a1,2015,hatchback,70,999,1165,1,53000,51800
1025728,https://www.sgcarmart.com/listing/1025728,bmw,x7,2019,suv,250,2998,2320,-1,3696,439800
992377,https://www.sgcarmart.com/listing/992377,volkswagen,jetta,2015,mid-sized sedan,90,1390,1417,1,84500,50300
1025258,https://www.sgcarmart.com/listing/1025258,honda,vezel,2016,suv,96,1496,1190,1,83000,59500
1021551,https://www.sgcarmart.com/listing/1021551,mini,cooper,2020,sports car,225,1998,1330,1,1000,206888
1015852,https://www.sgcarmart.com/listing/1015852,honda,mobilio,2016,mpv,88,1497,1160,1,40000,67800
1023117,https://www.sgcarmart.com/listing/1023117,subaru,impreza,2017,mid-sized sedan,84,1600,1449,1,58108,60800
1029413,https://www.sgcarmart.com/listing/1029413,kia,stinger,2019,luxury sedan,182,1998,1642,-1,28288,145800
1024988,https://www.sgcarmart.com/listing/1024988,mercedes-benz,amg,2017,suv,155,1991,1735,1,24000,151800
1018613,https://www.sgcarmart.com/listing/1018613,bmw,216d,2015,mpv,85,1496,1480,1,86800,72800
1010637,https://www.sgcarmart.com/listing/1010637,toyota,vellfire,2015,mpv,134,2493,2020,2,53300,107800
1023910,https://www.sgcarmart.com/listing/1023910,audi,sq5,2018,suv,260,2995,1945,1,15000,230000
1024742,https://www.sgcarmart.com/listing/1024742,toyota,camry,2008,luxury sedan,108,1998,1530,5,187000,20500
1029516,https://www.sgcarmart.com/listing/1029516,bmw,318i,2020,luxury sedan,115,1998,1490,1,4500,171000
1028282,https://www.sgcarmart.com/listing/1028282,hyundai,avante,2009,mid-sized sedan,89,1591,1264,2,80000,11800
1022260,https://www.sgcarmart.com/listing/1022260,bmw,x1,2018,suv,103,1499,1430,2,32000,118500
1027010,https://www.sgcarmart.com/listing/1027010,mercedes-benz,amg,2018,suv,155,1991,1760,1,20000,195000
1002260,https://www.sgcarmart.com/listing/1002260,mercedes-benz,c180,2018,sports car,115,1595,1505,2,19000,156800
1028087,https://www.sgcarmart.com/listing/1028087,toyota,corolla,2008,mid-sized sedan,81,1496,XXXXX,4,147230,16500
1029948,https://www.sgcarmart.com/listing/1029948,mitsubishi,attrage,2018,mid-sized sedan,59,1193,940,1,44000,51800
1028098,https://www.sgcarmart.com/listing/1028098,land rover,range,2012,suv,177,1999,1720,3,108000,119800
991316,https://www.sgcarmart.com/listing/991316,volkswagen,scirocco,2010,sports car,118,1390,1285,4,180000,89000
C996302,https://www.sgcarmart.com/listing/C996302,kia,stonic,2019,suv,88,998,XXXXX,1,31929,73333
C1028255,https://www.sgcarmart.com/listing/C1028255,toyota,estima,2016,mpv,125,2362,1750,1,39000,117800
997454,https://www.sgcarmart.com/listing/997454,honda,civic,2019,mid-sized sedan,127,1498,1310,1,13000,109500
1027170,https://www.sgcarmart.com/listing/1027170,hyundai,elantra,2014,mid-sized sedan,97,1591,1292,1,109693,36800
1023788,https://www.sgcarmart.com/listing/1023788,volvo,s60,2017,luxury sedan,90,1498,1558,1,45000,81888
1015018,https://www.sgcarmart.com/listing/1015018,subaru,forester,2017,suv,110,1995,1591,1,43000,70988
1019787,https://www.sgcarmart.com/listing/1019787,nissan,note,2018,hatchback,58,1198,1048,1,49000,58988
993839,https://www.sgcarmart.com/listing/993839,bmw,x1,2019,suv,141,1998,1485,1,2800,146800
1026154,https://www.sgcarmart.com/listing/1026154,mercedes-benz,amg,2017,suv,155,1991,1785,2,59000,173800
1021163,https://www.sgcarmart.com/listing/1021163,volvo,xc90,2012,suv,154,2521,2094,1,65600,106800
994067,https://www.sgcarmart.com/listing/994067,toyota,prius,2017,hatchback,90,1797,1370,1,55000,72800
1000347,https://www.sgcarmart.com/listing/1000347,audi,q2,2018,suv,85,999,1315,2,48600,94800
C1023097,https://www.sgcarmart.com/listing/C1023097,citroen,c4,2016,mpv,88,1560,1320,3,47000,49999
1009452,https://www.sgcarmart.com/listing/1009452,honda,fit,2008,hatchback,73,1339,1030,5,145000,55888
1031287,https://www.sgcarmart.com/listing/1031287,peugeot,508,2017,mid-sized sedan,88,1560,1445,1,56828,57800
1021478,https://www.sgcarmart.com/listing/1021478,mercedes-benz,c250,2011,luxury sedan,150,1796,1550,5,112000,96800
1008453,https://www.sgcarmart.com/listing/1008453,honda,jazz,2019,hatchback,73,1318,1052,1,15008,70888
992386,https://www.sgcarmart.com/listing/992386,kia,cerato,2017,mid-sized sedan,95,1591,1295,2,51240,58800
1017437,https://www.sgcarmart.com/listing/1017437,mercedes-benz,a180,2016,hatchback,90,1595,1395,2,93541,77800
1006635,https://www.sgcarmart.com/listing/1006635,toyota,corolla,2010,mid-sized sedan,80,1598,1195,1,175334,29577
996486,https://www.sgcarmart.com/listing/996486,toyota,corolla,2008,mid-sized sedan,80,1598,1195,5,139000,16300
1024139,https://www.sgcarmart.com/listing/1024139,toyota,vios,2008,mid-sized sedan,80,1497,1095,2,161188,14800
995393,https://www.sgcarmart.com/listing/995393,audi,q5,2019,suv,185,1984,1795,2,9800,186800
1008825,https://www.sgcarmart.com/listing/1008825,porsche,panamera,2119,sports car,243,2995,1815,1,28900,388800
986830,https://www.sgcarmart.com/listing/986830,bmw,116d,2016,hatchback,85,1496,1350,-1,60802,65800
1024474,https://www.sgcarmart.com/listing/1024474,mercedes-benz,cla180,2018,luxury sedan,90,1595,1430,1,22000,124888
1030781,https://www.sgcarmart.com/listing/1030781,honda,crossroad,2008,suv,103,1799,1410,2,97000,24000
1023473,https://www.sgcarmart.com/listing/1023473,toyota,vellfire,2017,mpv,134,2493,2030,1,62179,135800
1006998,https://www.sgcarmart.com/listing/1006998,mercedes-benz,s300l,2007,luxury sedan,170,2997,1850,2,63718,65800
968535,https://www.sgcarmart.com/listing/968535,audi,a8,2016,luxury sedan,228,2995,XXXXX,2,48000,175000
1022881,https://www.sgcarmart.com/listing/1022881,mercedes-benz,glc200,2018,suv,135,1991,1705,1,47000,158800
1031253,https://www.sgcarmart.com/listing/1031253,lexus,is,2007,luxury sedan,153,2500,1625,-1,168818,9800
996703,https://www.sgcarmart.com/listing/996703,mercedes-benz,amg,2010,luxury sedan,200,3498,1735,4,95000,82088
C1013871,https://www.sgcarmart.com/listing/C1013871,toyota,vios,2007,mid-sized sedan,80,1497,1095,4,230000,8000
1021644,https://www.sgcarmart.com/listing/1021644,mercedes-benz,a180,2014,hatchback,90,1595,1395,2,116000,50888
1016979,https://www.sgcarmart.com/listing/1016979,infiniti,q50,2016,luxury sedan,155,1991,1644,1,74000,84500
1026704,https://www.sgcarmart.com/listing/1026704,mercedes-benz,cls350,2011,luxury sedan,225,3498,1735,2,38000,92000
1020953,https://www.sgcarmart.com/listing/1020953,bmw,x5,2008,suv,200,2996,2075,4,166000,27600
1009681,https://www.sgcarmart.com/listing/1009681,mercedes-benz,b180,2117,hatchback,90,1595,1425,1,66000,89800
996045,https://www.sgcarmart.com/listing/996045,toyota,estima,2013,mpv,125,2362,1790,1,120400,53800
1019083,https://www.sgcarmart.com/listing/1019083,bmw,x4,2018,suv,185,1998,1720,1,14000,203800
1008669,https://www.sgcarmart.com/listing/1008669,honda,shuttle,2019,stationwagon,95,1496,1130,1,23000,79999
1013149,https://www.sgcarmart.com/listing/1013149,honda,civic,2021,sports car,235,1996,1433,1,652,223988
1029909,https://www.sgcarmart.com/listing/1029909,nissan,sylphy,2019,mid-sized sedan,85,1598,1205,1,12000,72800
999090,https://www.sgcarmart.com/listing/999090,mercedes-benz,slk200,2011,sports car,135,1796,1470,2,86000,106800
1031139,https://www.sgcarmart.com/listing/1031139,mercedes-benz,e200,2017,luxury sedan,135,1991,1605,2,47000,152800
1020987,https://www.sgcarmart.com/listing/1020987,mercedes-benz,c180,2014,luxury sedan,115,1595,1425,2,51554,70888
1029079,https://www.sgcarmart.com/listing/1029079,lexus,nx,2017,suv,175,1998,1755,1,104236,112800
1011649,https://www.sgcarmart.com/listing/1011649,toyota,corolla,2010,mid-sized sedan,80,1598,1195,2,147000,56800
1024702,https://www.sgcarmart.com/listing/1024702,toyota,harrier,2017,suv,170,1998,1695,2,64000,100800
1028948,https://www.sgcarmart.com/listing/1028948,peugeot,5008,2016,mpv,88,1560,1500,1,68000,62800
1009563,https://www.sgcarmart.com/listing/1009563,mazda,3,2016,mid-sized sedan,88,1496,1321,1,47500,53900
1019042,https://www.sgcarmart.com/listing/1019042,honda,civic,2009,sports car,165,1998,1260,4,185000,108800
1009039,https://www.sgcarmart.com/listing/1009039,honda,civic,2017,mid-sized sedan,127,1498,1324,1,77958,86800
1028781,https://www.sgcarmart.com/listing/1028781,honda,jazz,2019,hatchback,73,1318,1052,1,54300,65800
1025848,https://www.sgcarmart.com/listing/1025848,honda,odyssey,2015,mpv,140,2356,1740,1,70000,77800
1024406,https://www.sgcarmart.com/listing/1024406,toyota,harrier,2016,suv,111,1986,1610,2,113000,85800
1021829,https://www.sgcarmart.com/listing/1021829,honda,fit,2019,hatchback,73,1317,1030,1,12000,69800
933719,https://www.sgcarmart.com/listing/933719,lexus,is,2018,luxury sedan,180,1998,1620,1,75000,118000
1015756,https://www.sgcarmart.com/listing/1015756,bmw,318i,2016,luxury sedan,100,1499,1425,2,88102,80800
927725,https://www.sgcarmart.com/listing/927725,rolls-royce,phantom,2008,luxury sedan,338,6749,2670,6,29400,569000
988634,https://www.sgcarmart.com/listing/988634,volkswagen,scirocco,2009,sports car,118,1390,1285,4,138000,29000
1008328,https://www.sgcarmart.com/listing/1008328,bmw,530i,2017,luxury sedan,185,1998,1540,1,57386,151500
1013235,https://www.sgcarmart.com/listing/1013235,honda,odyssey,2008,mpv,132,2354,1680,2,126000,53888
1020259,https://www.sgcarmart.com/listing/1020259,mercedes-benz,gla180,2018,suv,90,1595,1435,1,45000,110999
1004923,https://www.sgcarmart.com/listing/1004923,lexus,is,2017,luxury sedan,180,1998,1620,2,26000,122000
1014419,https://www.sgcarmart.com/listing/1014419,bmw,318i,2015,luxury sedan,100,1499,1425,-1,72000,71800
999920,https://www.sgcarmart.com/listing/999920,mitsubishi,lancer,2009,mid-sized sedan,80,1499,1313,3,147000,55000
1018089,https://www.sgcarmart.com/listing/1018089,toyota,corolla,2008,mid-sized sedan,80,1598,1195,3,203000,20000
1023962,https://www.sgcarmart.com/listing/1023962,toyota,prius,2012,hatchback,54,1497,1120,3,145000,64500
1020882,https://www.sgcarmart.com/listing/1020882,kia,cerato,2018,mid-sized sedan,93,1591,1287,1,27540,69800
1028978,https://www.sgcarmart.com/listing/1028978,honda,civic,2008,mid-sized sedan,114,1998,1312,6,139250,21998
