listing_id,url,make,model,manufactured,type_of_vehicle,power,engine_cap,curb_weight,no_of_owners,mileage,price
988860,https://www.sgcarmart.com/listing/988860,volvo,v40,2017,hatchback,90,1498,1454.0,2,90000,69500
992298,,audi,a3,2016,luxury sedan,85,999,1280.0,2,62000,69500
1028107,https://www.sgcarmart.com/listing/1028107,audi,a4,2010,luxury sedan,118,1798,1450.0,4,130000,71500
1015152,https://www.sgcarmart.com/listing/1015152,toyota,wish,2015,mpv,105,1798,1360.0,1,101123,55800
1022776,https://www.sgcarmart.com/listing/1022776,honda,vezel,2016,suv,96,1496,1190.0,4,77000,57000
1024192,https://www.sgcarmart.com/listing/1024192,mazda,2,2017,mpv,111,1998,1532.0,1,51431,68800
1022362,https://www.sgcarmart.com/listing/1022362,jaguar,xf,2016,luxury sedan,177,1999,1660.0,1,70000,99800
1026704,https://www.sgcarmart.com/listing/1026704,mercedes-benz,cls350,2011,luxury sedan,225,3498,1735.0,2,38000,92000
1025361,https://www.sgcarmart.com/listing/1025361,bmw,220i,2015,sports car,135,1997,1530.0,2,38000,99800
973210,https://www.sgcarmart.com/listing/973210,honda,mobilio,2016,mpv,88,1497,1160.0,1,76483,61800
1011356,https://www.sgcarmart.com/listing/1011356,honda,hr-v,2018,suv,96,1496,1185.0,1,57000,74800
1027831,https://www.sgcarmart.com/listing/1027831,porsche,boxster,2005,sports car,206,3179,1460.0,4,29000,100000
992737,https://www.sgcarmart.com/listing/992737,,cerato,2017,mid-sized sedan,95,1591,1295.0,1,66000,58800
1009439,https://www.sgcarmart.com/listing/1009439,lexus,nx,2018,suv,175,1998,1755.0,1,36842,159800
1020001,https://www.sgcarmart.com/listing/1020001,volkswagen,polo,2017,hatchback,66,1197,1139.0,1,60100,54800
1030348,https://www.sgcarmart.com/listing/1030348,toyota,c-hr,2018,suv,90,1797,1440.0,1,48000,76500
1026940,https://www.sgcarmart.com/listing/1026940,honda,accord,2006,luxury sedan,125,2354,1450.0,3,,35500
1028800,,bmw,x3,2017,suv,135,1997,1680.0,2,53000,116800
994122,https://www.sgcarmart.com/listing/994122,honda,shuttle,2019,stationwagon,95,1496,1130.0,1,10000,84800
1026293,https://www.sgcarmart.com/listing/1026293,audi,a1,2011,hatchback,90,1390,1125.0,6,104000,47000
1015224,https://www.sgcarmart.com/listing/1015224,kia,cerato,2018,mid-sized sedan,93,1591,1287.0,2,41928,79800
1022502,,subaru,forester,2018,suv,110,1995,1591.0,1,35000,79800
971432,https://www.sgcarmart.com/listing/971432,,avante,2006,mid-sized sedan,89,1591,1264.0,6,175000,6700
1025035,https://www.sgcarmart.com/listing/1025035,,jazz,2018,hatchback,96,1498,1088.0,1,16463,71800
1024624,https://www.sgcarmart.com/listing/1024624,toyota,harrier,2019,suv,170,1998,1695.0,1,24000,130800
1016371,https://www.sgcarmart.com/listing/1016371,audi,a5,2017,luxury sedan,140,1984,1535.0,1,,130999
976128,https://www.sgcarmart.com/listing/976128,mercedes-benz,amg,2020,sports car,310,1991,1765.0,1,88,336800
1020106,https://www.sgcarmart.com/listing/1020106,lexus,nx,2016,suv,175,1998,1755.0,2,49000,111777
1004375,https://www.sgcarmart.com/listing/1004375,mercedes-benz,amg,2020,luxury sedan,155,1991,1700.0,1,28,222988
1028335,https://www.sgcarmart.com/listing/1028335,mercedes-benz,s400l,2013,luxury sedan,245,3498,1945.0,1,26000,159800
1030798,,hyundai,tucson,2017,suv,114,1999,1540.0,1,36404,76800
1001432,https://www.sgcarmart.com/listing/1001432,citroen,c3,2018,suv,81,1199,1203.0,1,11800,83800
1026343,,kia,cerato,2009,mid-sized sedan,92,1591,1251.0,3,142000,21800
1003634,https://www.sgcarmart.com/listing/1003634,mitsubishi,colt,2007,sports car,106,1468,1190.0,2,,12700
1010275,,porsche,boxster,2011,sports car,188,2893,1440.0,4,108800,172000
1028452,https://www.sgcarmart.com/listing/1028452,toyota,estima,2007,mpv,125,2362,1780.0,4,200000,52500
1023576,https://www.sgcarmart.com/listing/1023576,mercedes-benz,cla180,2015,luxury sedan,90,1595,1430.0,2,85200,80000
1016337,https://www.sgcarmart.com/listing/1016337,volkswagen,scirocco,2010,sports car,118,1390,1285.0,5,127000,30500
1030987,https://www.sgcarmart.com/listing/1030987,volkswagen,jetta,2015,mid-sized sedan,90,1390,1417.0,1,54518,50800
1021053,https://www.sgcarmart.com/listing/1021053,honda,vezel,2015,suv,96,1496,1190.0,1,77955,53800
980568,https://www.sgcarmart.com/listing/980568,hyundai,veloster,2016,hatchback,97,1591,1210.0,1,23100,48800
1008910,,audi,a5,2018,luxury sedan,140,1984,1535.0,1,75000,135000
1013537,https://www.sgcarmart.com/listing/1013537,bmw,528i,2011,stationwagon,180,1997,1725.0,2,149000,104500
1024862,https://www.sgcarmart.com/listing/1024862,lexus,es,2018,luxury sedan,151,2494,1705.0,1,18500,
1026825,https://www.sgcarmart.com/listing/1026825,honda,s2000,2008,sports car,177,1997,1270.0,6,136888,200888
1002081,https://www.sgcarmart.com/listing/1002081,bmw,218i,2020,luxury sedan,103,1499,1375.0,2,6000,
1029847,https://www.sgcarmart.com/listing/1029847,honda,fit,2008,hatchback,73,1339,1010.0,4,166000,21800
1025388,https://www.sgcarmart.com/listing/1025388,honda,civic,2019,mid-sized sedan,92,1597,1237.0,2,35000,87777
1026035,,toyota,corolla,2009,mid-sized sedan,80,1598,1195.0,2,122000,46800
1016630,,,corolla,2011,mid-sized sedan,90,1598,1195.0,2,99000,38800
1004293,https://www.sgcarmart.com/listing/1004293,mercedes-benz,cla180,2016,stationwagon,90,1595,1460.0,3,65175,85800
1021899,https://www.sgcarmart.com/listing/1021899,hyundai,elantra,2011,mid-sized sedan,95,1591,1267.0,2,94000,39800
1027118,https://www.sgcarmart.com/listing/1027118,porsche,macan,2016,suv,185,1984,1845.0,1,38450,195000
1026349,,honda,freed,2020,mpv,101,1496,1430.0,1,4379,118800
1020278,https://www.sgcarmart.com/listing/1020278,subaru,forester,2016,suv,110,1995,1566.0,1,71888,66999
1018495,,porsche,cayenne,2012,suv,220,3598,2105.0,2,113000,93800
1020503,https://www.sgcarmart.com/listing/1020503,toyota,vellfire,2009,mpv,125,2362,1930.0,2,160000,72800
1022020,https://www.sgcarmart.com/listing/1022020,hyundai,tucson,2016,suv,114,1999,1540.0,1,49348,57800
1023726,,jaguar,xf,2008,luxury sedan,175,2967,1735.0,3,139000,60800
981140,https://www.sgcarmart.com/listing/981140,bmw,530i,2017,luxury sedan,185,1998,1540.0,1,80000,143200
1006582,https://www.sgcarmart.com/listing/1006582,hyundai,avante,2019,mid-sized sedan,93,1591,1345.0,1,9304,67800
1024697,https://www.sgcarmart.com/listing/1024697,porsche,macan,2015,suv,294,3604,1925.0,2,,
1028602,https://www.sgcarmart.com/listing/1028602,mercedes-benz,c180,2015,luxury sedan,115,1595,1425.0,2,80000,82800
1025314,https://www.sgcarmart.com/listing/1025314,land rover,range,2013,suv,180,2993,2513.0,3,100000,109800
979626,https://www.sgcarmart.com/listing/979626,lexus,ls500,2018,luxury sedan,310,3445,2220.0,1,16800,460000
1031274,https://www.sgcarmart.com/listing/1031274,honda,e,2015,mpv,129,2356,1855.0,2,87800,64800
1018507,https://www.sgcarmart.com/listing/1018507,kia,cerato,2016,mid-sized sedan,95,1591,1295.0,2,86162,59800
966817,https://www.sgcarmart.com/listing/966817,toyota,prius,2017,hatchback,74,1497,1120.0,1,45000,75800
1014247,https://www.sgcarmart.com/listing/1014247,bmw,318i,2015,luxury sedan,100,1499,1425.0,1,88523,73800
1016348,https://www.sgcarmart.com/listing/1016348,nissan,qashqai,2016,suv,106,1997,1379.0,1,,65800
996041,https://www.sgcarmart.com/listing/996041,honda,stream,2007,mpv,103,1799,1350.0,4,143000,13500
1021865,https://www.sgcarmart.com/listing/1021865,mercedes-benz,cls350,2011,luxury sedan,225,3498,1735.0,3,94932,122688
1015890,https://www.sgcarmart.com/listing/1015890,bmw,x1,2018,suv,103,1499,1430.0,1,28027,123800
1020759,https://www.sgcarmart.com/listing/1020759,toyota,previa,2010,mpv,125,2362,1845.0,3,110000,67800
1027206,,audi,a4,2013,luxury sedan,155,1984,1645.0,3,67000,55000
1016907,https://www.sgcarmart.com/listing/1016907,mazda,2,2016,suv,121,1998,1528.0,1,57000,77800
1026416,https://www.sgcarmart.com/listing/1026416,honda,civic,2017,mid-sized sedan,92,1597,1249.0,1,25573,69800
1020423,,subaru,forester,2017,suv,110,1995,1591.0,1,71000,72800
1024563,https://www.sgcarmart.com/listing/1024563,volkswagen,tiguan,2010,suv,125,1984,1648.0,2,,37500
1029174,https://www.sgcarmart.com/listing/1029174,toyota,noah,2019,mpv,100,1797,1610.0,1,12229,119888
1018243,https://www.sgcarmart.com/listing/1018243,audi,a1,2016,hatchback,70,999,1165.0,1,,
1008907,https://www.sgcarmart.com/listing/1008907,bmw,316i,2014,luxury sedan,100,1598,1405.0,3,102000,51500
1030523,https://www.sgcarmart.com/listing/1030523,audi,tt,2009,sports car,200,1984,1415.0,5,174000,98800
1022952,,audi,a5,2020,sports car,140,1984,1730.0,1,5909,249999
1030583,https://www.sgcarmart.com/listing/1030583,mercedes-benz,amg,2018,luxury sedan,145,1497,1530.0,1,17000,160800
1008270,https://www.sgcarmart.com/listing/1008270,mazda,3,2009,mid-sized sedan,77,1598,1275.0,5,142300,49888
993851,,bmw,m4,2018,sports car,331,2979,1585.0,2,32000,315988
1024843,https://www.sgcarmart.com/listing/1024843,toyota,prius,2020,mpv,100,1798,1500.0,1,8500,116800
984960,https://www.sgcarmart.com/listing/984960,hyundai,sonata,2015,luxury sedan,113,1999,1460.0,2,81500,48800
997266,https://www.sgcarmart.com/listing/997266,honda,jazz,2016,hatchback,96,1498,1046.0,1,69000,66800
1019124,https://www.sgcarmart.com/listing/1019124,mazda,2,2016,luxury sedan,121,1998,1472.0,1,33000,72800
1003867,https://www.sgcarmart.com/listing/1003867,toyota,corolla,2015,mid-sized sedan,90,1598,1205.0,1,78000,56800
1019346,https://www.sgcarmart.com/listing/1019346,skoda,octavia,2018,mid-sized sedan,180,1984,1577.0,1,49000,106800
1027215,,mercedes-benz,c180,2014,luxury sedan,115,1595,1425.0,2,89388,72888
1029249,https://www.sgcarmart.com/listing/1029249,,lancer,2008,mid-sized sedan,80,1499,1313.0,3,111989,
1021481,https://www.sgcarmart.com/listing/1021481,mercedes-benz,e200,2008,luxury sedan,135,1796,1540.0,2,110000,55860
1025909,https://www.sgcarmart.com/listing/1025909,mazda,2,2017,stationwagon,141,2488,1529.0,3,,94000
1027568,https://www.sgcarmart.com/listing/1027568,lexus,rx,2012,suv,220,3456,2110.0,2,101000,115800
1027146,https://www.sgcarmart.com/listing/1027146,kia,carens,2016,mpv,104,1685,1525.0,2,66000,56800
974228,https://www.sgcarmart.com/listing/974228,porsche,panamera,2010,sports car,300,3605,1820.0,5,144000,160888
1011687,https://www.sgcarmart.com/listing/1011687,honda,hr-v,2018,suv,96,1496,1191.0,1,23000,79800
1021708,https://www.sgcarmart.com/listing/1021708,,shuttle,2019,stationwagon,97,1496,1130.0,1,30000,74800
1030777,,suzuki,swift,2008,hatchback,92,1586,1090.0,3,240000,51800
1015238,,bmw,x2,2018,suv,141,1998,1460.0,2,30000,137800
1004009,https://www.sgcarmart.com/listing/1004009,mini,cooper,2010,sports car,135,1598,1155.0,3,,69800
1030149,https://www.sgcarmart.com/listing/1030149,,lancer,2014,mid-sized sedan,86,1590,1289.0,1,74000,37800
1016302,https://www.sgcarmart.com/listing/1016302,mercedes-benz,cla180,2015,luxury sedan,90,1595,1430.0,2,81000,78800
1020586,https://www.sgcarmart.com/listing/1020586,mazda,2,2018,mid-sized sedan,85,1496,1102.0,1,42000,60800
1017407,https://www.sgcarmart.com/listing/1017407,,corolla,2010,mid-sized sedan,80,1598,1195.0,4,100300,27800
1008070,https://www.sgcarmart.com/listing/1008070,suzuki,sx4,2008,hatchback,75,1586,1220.0,4,156500,12888
1026770,,honda,odyssey,2010,mpv,132,2354,1680.0,2,95376,23500
1014213,https://www.sgcarmart.com/listing/1014213,honda,grace,2018,mid-sized sedan,101,1496,1160.0,1,15099,89888
1009755,https://www.sgcarmart.com/listing/1009755,volkswagen,t-cross,2020,suv,85,999,1369.0,1,6000,103988
1027405,,mitsubishi,lancer,2016,mid-sized sedan,86,1590,1284.0,1,110377,48988
1024288,https://www.sgcarmart.com/listing/1024288,audi,q7,2017,suv,185,1984,2050.0,1,47000,175800
1016980,https://www.sgcarmart.com/listing/1016980,bentley,continental,2011,luxury sedan,449,5998,2440.0,4,75000,160800
1018479,https://www.sgcarmart.com/listing/1018479,toyota,sienta,2019,mpv,79,1496,1350.0,1,29936,85800
1022171,https://www.sgcarmart.com/listing/1022171,porsche,cayenne,2020,suv,250,2995,2060.0,1,68,400000
1008175,https://www.sgcarmart.com/listing/1008175,mercedes-benz,glc300,2019,suv,190,1991,1775.0,1,,218800
995113,https://www.sgcarmart.com/listing/995113,toyota,rav4,2008,suv,125,2362,1480.0,4,154700,64800
1011271,https://www.sgcarmart.com/listing/1011271,mercedes-benz,cla180,2014,luxury sedan,90,1595,1430.0,3,85999,59999
1010624,,lexus,es,2016,luxury sedan,135,2494,1615.0,1,76000,100700
1011450,https://www.sgcarmart.com/listing/1011450,mclaren,12c,2012,sports car,441,3798,1514.0,6,48000,395000
1024481,https://www.sgcarmart.com/listing/1024481,bmw,118i,2012,hatchback,125,1598,1315.0,5,128000,36800
989299,https://www.sgcarmart.com/listing/989299,honda,vezel,2019,suv,96,1496,1190.0,1,23000,85600
1020836,https://www.sgcarmart.com/listing/1020836,mercedes-benz,a200,2020,luxury sedan,120,1332,1385.0,1,16000,156000
1023927,https://www.sgcarmart.com/listing/1023927,bmw,116d,2016,hatchback,85,1496,1350.0,2,38341,66800
1023834,https://www.sgcarmart.com/listing/1023834,toyota,noah,2020,mpv,100,1797,1610.0,1,21000,126850
1017560,https://www.sgcarmart.com/listing/1017560,infiniti,q60,2018,sports car,155,1991,1692.0,1,22000,133988
1024370,https://www.sgcarmart.com/listing/1024370,bmw,x5,2018,suv,250,2998,2060.0,1,33000,
987815,https://www.sgcarmart.com/listing/987815,toyota,estima,2009,mpv,125,2362,1750.0,4,159680,66800
1012270,https://www.sgcarmart.com/listing/1012270,toyota,estima,2009,mpv,125,2362,1770.0,4,165000,59800
1021417,https://www.sgcarmart.com/listing/1021417,mercedes-benz,amg,2018,sports car,430,3982,1655.0,1,6800,755000
1020507,,porsche,boxster,2012,sports car,232,3436,1350.0,4,80325,218800
989797,https://www.sgcarmart.com/listing/989797,porsche,718,2016,sports car,257,2497,1385.0,3,40000,275000
1015601,https://www.sgcarmart.com/listing/1015601,mitsubishi,lancer,2015,mid-sized sedan,86,1590,1289.0,2,70000,45800
1022006,,toyota,harrier,2018,suv,170,1998,1695.0,1,52092,109800
1003631,https://www.sgcarmart.com/listing/1003631,mercedes-benz,e200,2013,luxury sedan,135,1991,1655.0,2,147000,61500
1002086,https://www.sgcarmart.com/listing/1002086,,wish,2016,mpv,105,1797,1350.0,1,52034,65800
1003646,https://www.sgcarmart.com/listing/1003646,kia,cerato,2009,sports car,92,1591,1232.0,6,112312,62800
1029714,https://www.sgcarmart.com/listing/1029714,kia,cerato,2014,mid-sized sedan,95,1591,1295.0,1,70808,36800
1001363,https://www.sgcarmart.com/listing/1001363,mitsubishi,lancer,2010,mid-sized sedan,114,1998,1427.0,5,152600,70800
943573,,kia,cerato,2017,mid-sized sedan,95,1591,1295.0,1,14000,63100
1030046,https://www.sgcarmart.com/listing/1030046,volkswagen,beetle,2009,hatchback,75,1595,1240.0,3,134600,55000
1008232,https://www.sgcarmart.com/listing/1008232,volkswagen,jetta,2015,mid-sized sedan,90,1390,1417.0,3,127000,51500
1005558,https://www.sgcarmart.com/listing/1005558,honda,city,2016,mid-sized sedan,88,1497,1096.0,2,120000,48000
1011799,https://www.sgcarmart.com/listing/1011799,maserati,granturismo,2009,sports car,298,4244,1880.0,4,75300,142800
986329,https://www.sgcarmart.com/listing/986329,jaguar,f-type,2013,sports car,280,2995,1667.0,6,50000,163888
1025008,,hummer,h3,2008,suv,180,3653,2231.0,4,19700,155800
1018687,https://www.sgcarmart.com/listing/1018687,honda,e,2015,mpv,129,2356,1855.0,2,98205,66998
1028013,https://www.sgcarmart.com/listing/1028013,,civic,2017,hatchback,134,1498,1378.0,1,28000,115800
1030715,https://www.sgcarmart.com/listing/1030715,bmw,530i,2018,luxury sedan,185,1998,1540.0,1,50033,188800
1009912,https://www.sgcarmart.com/listing/1009912,lamborghini,gallardo,2008,sports car,382,4961,1735.0,6,81000,248000
1022187,https://www.sgcarmart.com/listing/1022187,volvo,s80,2016,luxury sedan,180,1969,1672.0,2,113371,66800
1024396,https://www.sgcarmart.com/listing/1024396,toyota,vios,2009,mid-sized sedan,80,1497,1095.0,1,127864,19800
1013933,https://www.sgcarmart.com/listing/1013933,audi,q7,2011,suv,200,2995,2250.0,2,,121800
1020999,,,lancer,2006,mid-sized sedan,79,1584,1162.0,4,208000,36888
1018229,https://www.sgcarmart.com/listing/1018229,mercedes-benz,c180,2018,luxury sedan,115,1595,1425.0,1,31880,131800
995878,https://www.sgcarmart.com/listing/995878,lexus,es,2020,luxury sedan,152,2487,1620.0,1,820,188800
991899,https://www.sgcarmart.com/listing/991899,rolls-royce,dawn,2017,sports car,420,6592,2635.0,3,26000,998000
987086,https://www.sgcarmart.com/listing/987086,subaru,xv,2018,suv,115,1995,1489.0,1,40000,85800
1011066,https://www.sgcarmart.com/listing/1011066,honda,civic,2008,mid-sized sedan,92,1595,1220.0,4,168000,14800
1025982,https://www.sgcarmart.com/listing/1025982,bmw,m2,2018,sports car,250,2998,1635.0,3,17100,189800
1000757,https://www.sgcarmart.com/listing/1000757,toyota,vios,2009,mid-sized sedan,80,1497,1095.0,3,116100,21277
1015162,https://www.sgcarmart.com/listing/1015162,audi,a5,2011,sports car,155,1984,1735.0,2,67000,89988
990639,https://www.sgcarmart.com/listing/990639,toyota,prius,2018,mpv,100,1797,1460.0,1,8088,121800
977087,https://www.sgcarmart.com/listing/977087,mercedes-benz,cl550,2007,sports car,285,5461,2000.0,4,102000,99000
1028374,https://www.sgcarmart.com/listing/1028374,hyundai,accent,2019,mid-sized sedan,73,1368,1115.0,1,26000,74888
1028907,https://www.sgcarmart.com/listing/1028907,honda,jazz,2020,hatchback,73,1318,1052.0,1,21000,77800
1013409,https://www.sgcarmart.com/listing/1013409,honda,accord,2016,luxury sedan,114,1997,1530.0,2,59605,82300
1004501,https://www.sgcarmart.com/listing/1004501,mazda,3,2018,hatchback,88,1496,1329.0,1,31467,76800
1030305,https://www.sgcarmart.com/listing/1030305,toyota,sienta,2018,mpv,79,1496,1325.0,1,40339,75800
1022285,https://www.sgcarmart.com/listing/1022285,honda,vezel,2016,suv,96,1496,1190.0,1,51000,59888
1029683,https://www.sgcarmart.com/listing/1029683,mercedes-benz,e200,2014,luxury sedan,135,1991,1655.0,2,57800,74800
1028915,https://www.sgcarmart.com/listing/1028915,toyota,harrier,2015,suv,111,1986,1610.0,1,82000,67800
1018750,https://www.sgcarmart.com/listing/1018750,,corolla,2008,mid-sized sedan,80,1598,1195.0,3,210000,12000
1020765,https://www.sgcarmart.com/listing/1020765,audi,a3,2016,luxury sedan,92,1395,1310.0,3,62000,74899
1007593,https://www.sgcarmart.com/listing/1007593,kia,cerato,2009,mid-sized sedan,92,1591,1251.0,4,149000,24800
1017954,https://www.sgcarmart.com/listing/1017954,honda,hr-v,2016,suv,96,1496,1190.0,2,87000,60800
1021972,https://www.sgcarmart.com/listing/1021972,bmw,530i,2017,luxury sedan,185,1998,1615.0,1,51400,152800
1001239,https://www.sgcarmart.com/listing/1001239,toyota,wish,2016,mpv,105,1797,1350.0,1,73000,60699
1018012,https://www.sgcarmart.com/listing/1018012,nissan,sylphy,2019,mid-sized sedan,85,1598,1205.0,1,55500,76800
1015018,https://www.sgcarmart.com/listing/1015018,subaru,forester,2017,suv,110,1995,1591.0,1,43000,70988
1002344,https://www.sgcarmart.com/listing/1002344,toyota,sienta,2018,mpv,79,1496,1325.0,1,35000,69500
1009135,https://www.sgcarmart.com/listing/1009135,mazda,2,2018,suv,170,2488,1916.0,1,25000,158500
1023671,https://www.sgcarmart.com/listing/1023671,bmw,318i,2015,luxury sedan,100,1499,1425.0,1,53158,77800
973539,https://www.sgcarmart.com/listing/973539,volkswagen,golf,2009,hatchback,90,1390,1241.0,3,130000,71888
1025986,https://www.sgcarmart.com/listing/1025986,,corolla,2009,mid-sized sedan,80,1598,1195.0,2,14000,44888
1020147,https://www.sgcarmart.com/listing/1020147,volvo,s60,2014,luxury sedan,180,1969,1557.0,1,76000,48800
944996,https://www.sgcarmart.com/listing/944996,,qashqai,2015,suv,85,1197,1285.0,2,113984,48888
1029954,https://www.sgcarmart.com/listing/1029954,honda,accord,2016,luxury sedan,114,1997,1530.0,2,,83988
1030162,https://www.sgcarmart.com/listing/1030162,hyundai,elantra,2015,mid-sized sedan,97,1591,1292.0,1,80000,44800
999898,https://www.sgcarmart.com/listing/999898,toyota,alphard,2015,mpv,206,3456,2090.0,3,56000,119800
1012078,https://www.sgcarmart.com/listing/1012078,,amg,2017,suv,150,2143,1845.0,2,79800,251700
1016912,https://www.sgcarmart.com/listing/1016912,volvo,s80,2016,luxury sedan,180,1969,1672.0,2,,77888
1025238,https://www.sgcarmart.com/listing/1025238,mitsubishi,colt,2007,sports car,113,1468,1160.0,2,,12000
986944,https://www.sgcarmart.com/listing/986944,mazda,2,2018,suv,115,1998,1290.0,2,27000,75800
1030439,https://www.sgcarmart.com/listing/1030439,mini,cooper,2008,sports car,128,1598,1155.0,6,96000,58800
970055,,mazda,3,2016,mid-sized sedan,88,1496,1331.0,4,80000,53135
996633,https://www.sgcarmart.com/listing/996633,hyundai,i30,2019,hatchback,95,1353,1240.0,2,15000,93000
1009608,https://www.sgcarmart.com/listing/1009608,,civic,2019,mid-sized sedan,92,1597,1237.0,1,42300,87800
1018018,https://www.sgcarmart.com/listing/1018018,mazda,2,2018,suv,115,1998,1290.0,1,27388,84888
1022967,https://www.sgcarmart.com/listing/1022967,toyota,camry,2016,luxury sedan,123,1998,1480.0,1,54000,76800
1001295,https://www.sgcarmart.com/listing/1001295,volkswagen,scirocco,2016,sports car,90,1390,1245.0,1,60900,75800
1020153,https://www.sgcarmart.com/listing/1020153,bentley,continental,2013,sports car,373,3993,2295.0,3,34155,298000
1029537,https://www.sgcarmart.com/listing/1029537,bmw,740li,2010,luxury sedan,240,2979,1970.0,3,123500,110000
1025344,https://www.sgcarmart.com/listing/1025344,bmw,z4,2009,sports car,150,2497,1430.0,6,126000,92888
1027937,https://www.sgcarmart.com/listing/1027937,lexus,nx,2018,suv,175,1998,1755.0,1,,146888
1021166,https://www.sgcarmart.com/listing/1021166,honda,freed,2017,mpv,101,1496,1430.0,1,,79800
1028337,https://www.sgcarmart.com/listing/1028337,volkswagen,passat,2016,luxury sedan,132,1798,1480.0,2,65000,68800
1020463,https://www.sgcarmart.com/listing/1020463,volkswagen,golf,2012,sports car,188,1984,1466.0,2,73000,133000
1012833,https://www.sgcarmart.com/listing/1012833,mercedes-benz,c180,2011,luxury sedan,115,1597,1500.0,2,140000,78800
1005097,https://www.sgcarmart.com/listing/1005097,mini,cooper,2012,sports car,135,1598,1255.0,4,49558,128128
987142,https://www.sgcarmart.com/listing/987142,honda,fit,2021,hatchback,72,1317,1070.0,1,79,78800
1030003,https://www.sgcarmart.com/listing/1030003,hyundai,avante,2009,mid-sized sedan,89,1591,1264.0,3,146000,21888
1025372,https://www.sgcarmart.com/listing/1025372,bmw,116d,2015,hatchback,85,1496,1350.0,1,74000,58800
1024195,https://www.sgcarmart.com/listing/1024195,volvo,s80,2010,luxury sedan,170,2521,1673.0,1,77577,62288
1014988,https://www.sgcarmart.com/listing/1014988,bmw,535i,2016,luxury sedan,225,2979,1940.0,2,90000,133777
1030057,https://www.sgcarmart.com/listing/1030057,,jazz,2008,hatchback,73,1339,1090.0,4,140000,17800
1029406,https://www.sgcarmart.com/listing/1029406,honda,fit,2020,hatchback,72,1317,1070.0,1,17888,76888
1015153,https://www.sgcarmart.com/listing/1015153,skoda,octavia,2018,mid-sized sedan,110,1395,1289.0,1,31500,82800
941273,https://www.sgcarmart.com/listing/941273,volkswagen,golf,2010,hatchback,77,1197,1264.0,5,137000,57000
1026482,https://www.sgcarmart.com/listing/1026482,mercedes-benz,glc250,2016,suv,155,1991,1735.0,1,52000,139800
1018851,https://www.sgcarmart.com/listing/1018851,honda,airwave,2009,stationwagon,81,1496,1160.0,3,129898,27800
1004627,https://www.sgcarmart.com/listing/1004627,subaru,xv,2019,suv,115,1995,1489.0,1,7900,95800
1020610,https://www.sgcarmart.com/listing/1020610,toyota,sienta,2008,mpv,81,1496,1220.0,4,,46800
1007508,https://www.sgcarmart.com/listing/1007508,nissan,qashqai,2015,suv,85,1197,1285.0,1,69991,53800
1026206,https://www.sgcarmart.com/listing/1026206,aston martin,dbs,2018,sports car,533,5204,1845.0,1,13500,880000
1025715,https://www.sgcarmart.com/listing/1025715,toyota,wish,2008,mpv,97,1794,1310.0,2,245000,
945684,,volkswagen,scirocco,2011,sports car,118,1390,1285.0,1,100391,66500
1018702,https://www.sgcarmart.com/listing/1018702,mercedes-benz,s320l,2017,luxury sedan,200,2996,1940.0,2,18000,225500
1028260,https://www.sgcarmart.com/listing/1028260,suzuki,sx4,2011,hatchback,82,1586,1205.0,1,125000,16800
1022732,https://www.sgcarmart.com/listing/1022732,toyota,yaris,2006,hatchback,80,1497,1080.0,4,99000,30888
961318,https://www.sgcarmart.com/listing/961318,mercedes-benz,a200,2016,hatchback,115,1595,1395.0,1,50608,80800
1018888,https://www.sgcarmart.com/listing/1018888,honda,stream,2007,mpv,103,1799,1370.0,1,122000,43800
1007408,https://www.sgcarmart.com/listing/1007408,toyota,rav4,2019,suv,127,1987,1530.0,1,35835,111800
984511,https://www.sgcarmart.com/listing/984511,mazda,3,2017,hatchback,88,1496,1329.0,1,62289,65800
1023404,https://www.sgcarmart.com/listing/1023404,honda,jazz,2018,hatchback,73,1318,1052.0,1,47000,66800
998159,,daihatsu,terios,2008,suv,77,1495,1200.0,2,163000,21500
1023844,https://www.sgcarmart.com/listing/1023844,renault,megane,2016,mid-sized sedan,81,1461,1320.0,1,82000,57800
1001613,https://www.sgcarmart.com/listing/1001613,honda,fit,2020,hatchback,72,1317,1070.0,1,68,82988
991029,https://www.sgcarmart.com/listing/991029,honda,vezel,2018,suv,96,1496,1190.0,1,46538,73800
1014342,https://www.sgcarmart.com/listing/1014342,porsche,cayenne,2012,suv,245,2995,2315.0,3,151000,172000
1020989,,mini,cooper,2019,sports car,141,1998,1390.0,2,2200,150000
1028734,https://www.sgcarmart.com/listing/1028734,honda,shuttle,2018,stationwagon,101,1496,1190.0,1,52000,69988
1030797,https://www.sgcarmart.com/listing/1030797,hyundai,elantra,2018,mid-sized sedan,93,1591,1345.0,2,61854,56800
1027804,https://www.sgcarmart.com/listing/1027804,ferrari,488,2016,sports car,493,3902,1515.0,2,8450,705000
1019329,https://www.sgcarmart.com/listing/1019329,citroen,c4,2015,mpv,88,1560,1320.0,2,,46800
1017773,https://www.sgcarmart.com/listing/1017773,mercedes-benz,s320l,2015,luxury sedan,200,2996,1940.0,1,62500,199800
1012693,https://www.sgcarmart.com/listing/1012693,mercedes-benz,glc250,2015,suv,155,1991,1735.0,4,72451,118800
1009409,https://www.sgcarmart.com/listing/1009409,porsche,panamera,2010,sports car,300,3605,1760.0,3,107000,145800
1015085,https://www.sgcarmart.com/listing/1015085,bmw,x1,2016,suv,141,1998,1485.0,2,59000,95800
