listing_id,url,make,model,manufactured,reg_date,type_of_vehicle,eco_category,transmission,power,engine_cap,curb_weight,no_of_owners,mileage,price
1004600,https://www.sgcarmart.com/listing/1004600,ferrari,599,2008,01-jul-2008,sports car,uncategorized,auto,456,5999,1690,6,45000,325800
1019237,https://www.sgcarmart.com/listing/1019237,bmw,335i,2011,02-sep-2011,sports car,uncategorized,auto,225,2979,1750,5,75000,112800
1030505,https://www.sgcarmart.com/listing/1030505,honda,stream,2007,13-nov-2007,mpv,uncategorized,auto,103,1799,1370,5,190000,11600
970617,https://www.sgcarmart.com/listing/970617,toyota,wish,2009,15-apr-2011,mpv,uncategorized,auto,106,1797,1340,3,171239,42800
1027745,https://www.sgcarmart.com/listing/1027745,mercedes-benz,cla180,2016,21-feb-2017,luxury sedan,uncategorized,auto,90,1595,1430,2,84000,94999
1010936,https://www.sgcarmart.com/listing/1010936,mazda,2,2009,18-sep-2009,sports car,uncategorized,auto,118,1999,1151,2,79000,89999
1026911,https://www.sgcarmart.com/listing/1026911,mazda,2,2018,26-apr-2019,suv,uncategorized,auto,115,1998,1290,1,7345,65777
1029378,https://www.sgcarmart.com/listing/1029378,mercedes-benz,amg,2015,22-jun-2015,luxury sedan,uncategorized,auto,90,1595,1430,3,163000,77000
1009553,https://www.sgcarmart.com/listing/1009553,bmw,218i,2016,30-jun-2016,sports car,uncategorized,auto,100,1499,1360,1,76000,86800
1022365,https://www.sgcarmart.com/listing/1022365,bmw,216d,2016,16-sep-2016,hatchback,uncategorized,auto,85,1496,1395,2,50000,68000
1016728,https://www.sgcarmart.com/listing/1016728,lexus,es,2020,16-oct-2020,luxury sedan,uncategorized,auto,152,2487,1620,1,8900,174800
987564,https://www.sgcarmart.com/listing/987564,honda,freed,2019,31-dec-2019,mpv,uncategorized,auto,101,1496,1430,1,11283,90800
1027206,https://www.sgcarmart.com/listing/1027206,audi,a4,2013,29-nov-2013,luxury sedan,uncategorized,auto,155,1984,1645,3,67000,55000
994164,https://www.sgcarmart.com/listing/994164,Audi,a1,2015,20-oct-2015,hatchback,uncategorized,auto,70,999,1165,3,89796,48964
955531,https://www.sgcarmart.com/listing/955531,Mercedes-Benz,amg,2020,22-dec-2020,suv,uncategorized,auto,286,2999,2220,1,652,383988
1027555,https://www.sgcarmart.com/listing/1027555,honda,hr-v,2016,03-nov-2016,suv,uncategorized,auto,96,1496,1190,2,71500,57888
1013316,https://www.sgcarmart.com/listing/1013316,honda,shuttle,2016,02-nov-2016,stationwagon,uncategorized,auto,101,1496,1290,2,80000,61000
1008368,https://www.sgcarmart.com/listing/1008368,kia,cerato,2010,01-apr-2010,sports car,uncategorized,auto,92,1591,1232,5,126000,28000
1014321,https://www.sgcarmart.com/listing/1014321,toyota,harrier,2015,01-sep-2015,suv,uncategorized,auto,111,1986,1610,1,122000,68800
1026006,https://www.sgcarmart.com/listing/1026006,mercedes-benz,a180,2014,09-feb-2015,hatchback,uncategorized,auto,90,1595,1395,3,59000,50500
1023985,https://www.sgcarmart.com/listing/1023985,maserati,levante,2016,08-may-2017,suv,uncategorized,auto,202,2987,2205,1,13000,249800
1014871,https://www.sgcarmart.com/listing/1014871,toyota,noah,2019,21-may-2020,mpv,uncategorized,auto,100,1797,1610,1,12845,123800
1024154,https://www.sgcarmart.com/listing/1024154,honda,odyssey,2008,04-feb-2009,mpv,uncategorized,auto,132,2354,1680,99999,180000,18800
1025408,https://www.sgcarmart.com/listing/1025408,Mercedes-Benz,a180,2016,12-aug-2016,hatchback,uncategorized,auto,90,1595,1395,2,45000,77800
1030746,https://www.sgcarmart.com/listing/1030746,mercedes-benz,c180,2018,07-aug-2018,luxury sedan,uncategorized,auto,115,1595,1425,1,56047,132388
1014966,https://www.sgcarmart.com/listing/1014966,honda,vezel,2016,11-nov-2016,suv,uncategorized,auto,112,1496,1280,1,100000,61800
987714,https://www.sgcarmart.com/listing/987714,mercedes-benz,amg,2010,22-jul-2010,sports car,uncategorized,auto,150,1796,1580,5,125000,89800
1022623,https://www.sgcarmart.com/listing/1022623,opel,astra,2017,28-apr-2017,stationwagon,uncategorized,auto,77,999,1203,1,55813,51998
1013442,https://www.sgcarmart.com/listing/1013442,mercedes-benz,c180,2012,01-oct-2012,luxury sedan,uncategorized,auto,115,1595,1485,3,149233,35998
1024925,https://www.sgcarmart.com/listing/1024925,honda,civic,2018,13-jul-2018,mid-sized sedan,uncategorized,auto,127,1498,1324,1,58964,96800
1006629,https://www.sgcarmart.com/listing/1006629,Mercedes-Benz,amg,2020,18-jun-2021,suv,uncategorized,auto,120,1332,1555,1,80,183988
977490,https://www.sgcarmart.com/listing/977490,Mercedes-Benz,a200,2013,12-feb-2014,hatchback,uncategorized,auto,115,1595,1395,2,90000,54500
1025736,https://www.sgcarmart.com/listing/1025736,toyota,rush,2007,28-dec-2007,suv,uncategorized,auto,80,1495,1150,2,151000,12800
1024636,https://www.sgcarmart.com/listing/1024636,mclaren,600lt,2019,06-apr-2019,sports car,uncategorized,auto,441,3799,1356,1,6000,778988
932402,https://www.sgcarmart.com/listing/932402,nissan,x-trail,2016,28-dec-2016,suv,uncategorized,auto,106,1997,1626,1,69000,69800
1028501,https://www.sgcarmart.com/listing/1028501,Volkswagen,sharan,2018,12-mar-2019,mpv,uncategorized,auto,162,1984,1790,1,60000,120800
1026824,https://www.sgcarmart.com/listing/1026824,kia,cerato,2014,20-oct-2014,mid-sized sedan,uncategorized,auto,95,1591,1295,1,77000,35000
1026265,https://www.sgcarmart.com/listing/1026265,Honda,hr-v,2018,28-nov-2018,suv,uncategorized,auto,96,1496,1191,1,30000,79888
1022828,https://www.sgcarmart.com/listing/1022828,volkswagen,golf,2016,25-jul-2016,hatchback,uncategorized,auto,110,1395,1288,1,106400,67833
1022676,https://www.sgcarmart.com/listing/1022676,toyota,harrier,2015,13-apr-2016,suv,uncategorized,auto,111,1986,1610,1,59700,80800
1001720,https://www.sgcarmart.com/listing/1001720,toyota,corolla,2019,24-dec-2020,mid-sized_sedan,uncategorized,auto,96,1598,1315,1,5339,102800
1026882,https://www.sgcarmart.com/listing/1026882,Mercedes-Benz,amg,2016,19-jan-2017,sports car,uncategorized,auto,270,2996,1735,1,38000,190800
1027386,https://www.sgcarmart.com/listing/1027386,mercedes-benz,s300l,2008,17-apr-2009,luxury sedan,uncategorized,auto,170,2997,1850,5,165000,83800
995569,https://www.sgcarmart.com/listing/995569,mazda,3,2016,27-apr-2016,mid-sized sedan,uncategorized,auto,88,1496,1321,1,67000,51000
1019596,https://www.sgcarmart.com/listing/1019596,bmw,318i,2016,22-apr-2016,luxury sedan,uncategorized,auto,100,1499,1425,1,83380,77800
1004771,https://www.sgcarmart.com/listing/1004771,mercedes-benz,gla200,2015,28-mar-2016,suv,uncategorized,auto,115,1595,1435,1,58000,88800
1027857,https://www.sgcarmart.com/listing/1027857,audi,a4,2019,31-may-2019,luxury sedan,uncategorized,auto,140,1984,1480,3,44000,133800
1030892,https://www.sgcarmart.com/listing/1030892,mazda,3,2007,29-jan-2008,mid-sized sedan,uncategorized,auto,79,1598,1235,1,100000,8800
1028513,https://www.sgcarmart.com/listing/1028513,mercedes-benz,c180,2118,22-jan-2019,luxury sedan,uncategorized,auto,115,1595,1490,2,41000,144800
1017453,https://www.sgcarmart.com/listing/1017453,porsche,boxster,2008,22-feb-2011,sports car,uncategorized,auto,180,2687,1400,4,67000,143800
1024899,https://www.sgcarmart.com/listing/1024899,mini,one,2018,24-oct-2018,hatchback,uncategorized,auto,75,1499,1225,2,21000,98800
1013788,https://www.sgcarmart.com/listing/1013788,bentley,bentayga,2016,02-jun-2017,suv,uncategorized,auto,447,5950,2440,3,45000,448000
1019747,https://www.sgcarmart.com/listing/1019747,audi,a4,2014,28-nov-2014,luxury sedan,uncategorized,auto,125,1798,1545,3,93500,53500
1024827,https://www.sgcarmart.com/listing/1024827,bmw,x1,2016,25-jan-2017,suv,uncategorized,auto,100,1499,1430,1,76000,91800
1023010,https://www.sgcarmart.com/listing/1023010,mercedes-benz,amg,2020,07-jan-2021,suv,uncategorized,auto,287,2996,1875,1,9000,325800
1029389,https://www.sgcarmart.com/listing/1029389,mercedes-benz,c180,2013,26-mar-2013,sports car,uncategorized,auto,115,1595,1505,4,124000,40000
1024821,https://www.sgcarmart.com/listing/1024821,volvo,s60,2017,29-nov-2017,luxury sedan,uncategorized,auto,180,1969,1612,1,70000,95800
1015162,https://www.sgcarmart.com/listing/1015162,audi,a5,2011,08-may-2014,sports car,uncategorized,auto,155,1984,1735,2,67000,89988
992141,https://www.sgcarmart.com/listing/992141,mercedes-benz,cla180,2018,02-aug-2018,luxury sedan,uncategorized,auto,90,1595,1430,1,55000,112800
989230,https://www.sgcarmart.com/listing/989230,porsche,panamera,2015,02-jan-2016,sports car,uncategorized,auto,228,3605,1770,2,128000,205000
980030,https://www.sgcarmart.com/listing/980030,bmw,730li,2016,12-dec-2016,luxury_sedan,uncategorized,auto,190,1998,1720,2,65000,177000
993050,https://www.sgcarmart.com/listing/993050,honda,fit,2019,27-sep-2019,hatchback,uncategorized,auto,73,1317,1030,2,24683,69800
1005439,https://www.sgcarmart.com/listing/1005439,Bmw,x3,2019,14-jun-2019,suv,uncategorized,auto,135,1998,1660,1,39050,171800
964275,https://www.sgcarmart.com/listing/964275,suzuki,sx4,2009,24-nov-2009,mid-sized sedan,uncategorized,auto,75,1586,1205,5,143000,20800
1028206,https://www.sgcarmart.com/listing/1028206,kia,carens,2018,23-jul-2018,mpv,uncategorized,auto,104,1685,1525,1,42300,82800
1028610,https://www.sgcarmart.com/listing/1028610,mercedes-benz,c180,2009,20-apr-2010,luxury sedan,uncategorized,auto,115,1597,1500,4,135000,73800
1019966,https://www.sgcarmart.com/listing/1019966,bmw,x6,2020,25-jan-2021,suv,uncategorized,auto,250,2998,2055,1,4413,348800
1029105,https://www.sgcarmart.com/listing/1029105,Nissan,qashqai,2017,27-may-2017,suv,uncategorized,auto,85,1197,1285,1,57842,62888
1025482,https://www.sgcarmart.com/listing/1025482,bmw,420i,2018,24-jul-2018,luxury sedan,uncategorized,auto,135,1998,1540,1,40275,142800
1029975,https://www.sgcarmart.com/listing/1029975,Bmw,530i,2017,21-jun-2018,luxury sedan,uncategorized,auto,185,1998,1615,1,63000,162800
982102,https://www.sgcarmart.com/listing/982102,audi,a6,2014,28-may-2015,luxury sedan,uncategorized,auto,140,1798,1645,2,110254,74300
1022395,https://www.sgcarmart.com/listing/1022395,honda,stream,2008,15-dec-2008,mpv,uncategorized,auto,103,1799,1350,3,159400,19800
1027727,https://www.sgcarmart.com/listing/1027727,nissan,qashqai,2016,20-feb-2017,suv,uncategorized,auto,85,1197,1285,1,93000,62800
1013883,https://www.sgcarmart.com/listing/1013883,mercedes-benz,c180,2016,26-apr-2017,luxury sedan,uncategorized,auto,115,1595,1425,1,65300,111200
1014513,https://www.sgcarmart.com/listing/1014513,mercedes-benz,amg,2014,11-mar-2015,sports car,uncategorized,auto,265,1991,1585,1,130000,121800
1026497,https://www.sgcarmart.com/listing/1026497,Mercedes-Benz,amg,2020,27-aug-2021,suv,uncategorized,auto,120,1332,1690,1,88,201800
1019456,https://www.sgcarmart.com/listing/1019456,mercedes-benz,cla180,2014,19-aug-2014,luxury sedan,uncategorized,auto,90,1595,1430,2,141508,58000
1028578,https://www.sgcarmart.com/listing/1028578,mercedes-benz,gla180,2018,19-jun-2018,suv,uncategorized,auto,90,1595,1435,2,53000,107700
1018380,https://www.sgcarmart.com/listing/1018380,bmw,520i,2013,26-jun-2014,luxury sedan,uncategorized,auto,135,1997,1615,3,105000,69800
1020286,https://www.sgcarmart.com/listing/1020286,Bmw,x3,2019,30-oct-2020,suv,uncategorized,auto,135,1998,1685,1,10232,196800
998395,https://www.sgcarmart.com/listing/998395,bentley,continental,2013,29-apr-2015,sports car,uncategorized,auto,373,3993,2470,1,60000,442800
1016283,https://www.sgcarmart.com/listing/1016283,volkswagen,polo,2017,29-sep-2017,hatchback,uncategorized,auto,66,1197,1139,1,75000,53988
994462,https://www.sgcarmart.com/listing/994462,audi,a7,2018,30-apr-2019,luxury sedan,uncategorized,auto,250,2995,1890,2,11500,267999
1029845,https://www.sgcarmart.com/listing/1029845,kia,cerato,2017,31-mar-2017,mid-sized sedan,uncategorized,auto,95,1591,1295,1,62555,53800
1006091,https://www.sgcarmart.com/listing/1006091,audi,q5,2014,27-feb-2015,suv,uncategorized,auto,165,1984,1830,2,130000,74188
1024598,https://www.sgcarmart.com/listing/1024598,Mercedes-Benz,s320l,2018,31-jul-2019,luxury sedan,uncategorized,auto,200,2996,1940,1,27900,316800
1024418,https://www.sgcarmart.com/listing/1024418,mercedes-benz,amg,2017,05-feb-2018,suv,uncategorized,auto,155,1991,1785,2,52000,175999
1021223,https://www.sgcarmart.com/listing/1021223,nissan,gtr,2008,15-sep-2008,sports car,uncategorized,auto,353,3799,1740,3,116296,208888
1023062,https://www.sgcarmart.com/listing/1023062,mercedes-benz,c180,2015,09-jul-2015,luxury_sedan,uncategorized,auto,115,1595,1425,99999,87781,83800
743986,https://www.sgcarmart.com/listing/743986,maserati,granturismo,2012,19-jun-2013,sports car,uncategorized,auto,298,4244,1880,2,27300,159000
1022761,https://www.sgcarmart.com/listing/1022761,honda,stream,2008,12-sep-2008,mpv,uncategorized,auto,103,1799,1350,5,198507,14800
1025186,https://www.sgcarmart.com/listing/1025186,volkswagen,beetle,2019,28-aug-2020,hatchback,uncategorized,auto,77,1197,1340,1,10000,117888
1014934,https://www.sgcarmart.com/listing/1014934,hyundai,avante,2019,11-feb-2020,mid-sized sedan,uncategorized,auto,93,1591,1345,2,35000,75000
975425,https://www.sgcarmart.com/listing/975425,Nissan,x-trail,2015,29-oct-2015,suv,uncategorized,auto,106,1997,1626,2,58000,60000
1025661,https://www.sgcarmart.com/listing/1025661,volkswagen,golf,2010,19-oct-2011,sports car,uncategorized,auto,155,1984,1339,3,103000,87879
1027553,https://www.sgcarmart.com/listing/1027553,mercedes-benz,cla180,2017,21-mar-2017,luxury_sedan,uncategorized,auto,90,1595,1430,3,76188,91800
1028593,https://www.sgcarmart.com/listing/1028593,hyundai,avante,2009,13-may-2009,mid-sized sedan,uncategorized,auto,89,1591,1264,6,103000,17500
1028763,https://www.sgcarmart.com/listing/1028763,hyundai,elantra,2018,09-mar-2018,mid-sized sedan,uncategorized,auto,93,1591,1345,1,29000,60800
975200,https://www.sgcarmart.com/listing/975200,bmw,135i,2009,09-apr-2009,sports car,uncategorized,auto,225,2979,1560,6,168000,102960
1011168,https://www.sgcarmart.com/listing/1011168,bmw,218i,2015,30-sep-2015,hatchback,uncategorized,auto,100,1499,1360,3,73511,63688
1031029,https://www.sgcarmart.com/listing/1031029,honda,stream,2007,20-mar-2008,mpv,uncategorized,auto,103,1799,1350,3,135400,11288
1023057,https://www.sgcarmart.com/listing/1023057,porsche,cayman,2014,19-aug-2015,sports car,uncategorized,auto,250,3436,1375,2,53000,260000
1015260,https://www.sgcarmart.com/listing/1015260,Honda,civic,2006,23-nov-2006,mid-sized sedan,uncategorized,auto,114,1998,1312,3,210000,48800
999605,https://www.sgcarmart.com/listing/999605,toyota,prius,2017,06-oct-2017,hatchback,uncategorized,auto,90,1798,1375,99999,57000,85800
973577,https://www.sgcarmart.com/listing/973577,toyota,prius,2018,03-may-2018,hatchback,uncategorized,auto,74,1497,1120,1,12931,77800
1022525,https://www.sgcarmart.com/listing/1022525,kia,cerato,2011,13-dec-2011,sports car,uncategorized,auto,91,1591,1232,3,170000,39000
998519,https://www.sgcarmart.com/listing/998519,mercedes-benz,c180,2008,23-jun-2008,luxury sedan,uncategorized,auto,115,1796,1485,6,166000,53800
990524,https://www.sgcarmart.com/listing/990524,Mercedes-Benz,slk200,2011,12-sep-2011,sports car,uncategorized,auto,135,1796,1470,1,127000,110800
992973,https://www.sgcarmart.com/listing/992973,Kia,cerato,2017,09-apr-2018,mid-sized sedan,uncategorized,auto,95,1591,1295,1,24029,49800
1021340,https://www.sgcarmart.com/listing/1021340,nissan,sylphy,2019,12-apr-2019,mid-sized sedan,uncategorized,auto,85,1598,1205,1,21000,70800
1008369,https://www.sgcarmart.com/listing/1008369,Volkswagen,touran,2011,01-jun-2011,mpv,uncategorized,auto,103,1390,1536,1,102538,39800
988468,https://www.sgcarmart.com/listing/988468,Bmw,520i,2019,23-jan-2020,luxury sedan,uncategorized,auto,135,1998,1540,1,16000,195000
1026830,https://www.sgcarmart.com/listing/1026830,suzuki,swift,2008,12-mar-2009,hatchback,uncategorized,auto,92,1586,1100,5,129000,50800
1013030,https://www.sgcarmart.com/listing/1013030,toyota,wish,2008,13-jan-2009,mpv,uncategorized,auto,97,1794,1310,3,150000,21800
1021162,https://www.sgcarmart.com/listing/1021162,toyota,sienta,2019,12-mar-2020,mpv,uncategorized,auto,73,1496,1380,1,20926,99888
1026995,https://www.sgcarmart.com/listing/1026995,mazda,2,2016,30-jun-2016,mpv,uncategorized,auto,111,1998,1535,1,104719,58388
1029535,https://www.sgcarmart.com/listing/1029535,honda,jade,2016,08-mar-2018,mpv,uncategorized,auto,110,1496,1514,1,32000,91800
1020324,https://www.sgcarmart.com/listing/1020324,lexus,lx570,2016,19-aug-2016,suv,uncategorized,auto,277,5662,2730,3,86000,298888
1028922,https://www.sgcarmart.com/listing/1028922,toyota,prius,2019,17-feb-2020,mpv,uncategorized,auto,100,1798,1500,1,23000,110800
1022300,https://www.sgcarmart.com/listing/1022300,honda,vezel,2016,28-nov-2016,suv,uncategorized,auto,96,1496,1190,2,68200,54800
986804,https://www.sgcarmart.com/listing/986804,mercedes-benz,e200,2015,26-apr-2016,luxury sedan,uncategorized,auto,135,1991,1655,1,101000,106800
1028775,https://www.sgcarmart.com/listing/1028775,toyota,wish,2017,06-jul-2017,mpv,uncategorized,auto,105,1798,1355,1,49817,71800
988426,https://www.sgcarmart.com/listing/988426,bmw,730li,2010,01-dec-2010,luxury sedan,uncategorized,auto,190,2996,1855,3,64000,136000
1014601,https://www.sgcarmart.com/listing/1014601,ferrari,california,2016,11-nov-2016,sports car,uncategorized,auto,412,3855,1770,1,33000,598800
1019356,https://www.sgcarmart.com/listing/1019356,toyota,sienta,2016,28-sep-2017,mpv,uncategorized,auto,80,1496,1320,2,44000,66800
1031149,https://www.sgcarmart.com/listing/1031149,toyota,harrier,2018,24-sep-2018,suv,uncategorized,auto,170,1998,1695,1,43251,115800
1030583,https://www.sgcarmart.com/listing/1030583,mercedes-benz,amg,2018,31-may-2019,luxury_sedan,uncategorized,auto,145,1497,1530,1,17000,160800
969614,https://www.sgcarmart.com/listing/969614,audi,s5,2010,13-sep-2010,sports car,uncategorized,auto,245,2995,1950,5,94120,102800
1019806,https://www.sgcarmart.com/listing/1019806,Land Rover,range,2019,17-dec-2020,suv,uncategorized,auto,147,1997,1845,1,7600,208800
1023211,https://www.sgcarmart.com/listing/1023211,Mercedes-Benz,cla200,2016,25-apr-2017,luxury_sedan,uncategorized,auto,115,1595,1395,2,72000,97500
1027570,https://www.sgcarmart.com/listing/1027570,honda,city,2008,02-mar-2009,mid-sized sedan,uncategorized,auto,88,1497,1150,2,112000,47800
1030550,https://www.sgcarmart.com/listing/1030550,toyota,estima,2013,29-oct-2013,mpv,uncategorized,auto,125,2362,1790,2,88000,51800
1020753,https://www.sgcarmart.com/listing/1020753,audi,a6,2012,12-apr-2012,luxury sedan,uncategorized,auto,132,1984,1565,1,157000,48000
982434,https://www.sgcarmart.com/listing/982434,bmw,m5,2007,14-aug-2009,sports car,uncategorized,auto,373,4999,1855,5,140000,118800
987206,https://www.sgcarmart.com/listing/987206,Bmw,220i,2014,10-jun-2014,sports car,uncategorized,auto,135,1997,1365,2,75000,68800
1025480,https://www.sgcarmart.com/listing/1025480,toyota,camry,2011,10-oct-2011,luxury sedan,uncategorized,auto,123,2362,1540,3,149000,77800
1027903,https://www.sgcarmart.com/listing/1027903,honda,fit,2018,15-mar-2019,hatchback,uncategorized,auto,73,1317,1050,2,30000,64800
1027083,https://www.sgcarmart.com/listing/1027083,volkswagen,cc,2009,05-may-2009,luxury_sedan,uncategorized,auto,118,1798,1430,3,157000,67800
1012081,https://www.sgcarmart.com/listing/1012081,Mitsubishi,attrage,2018,26-jul-2018,mid-sized_sedan,uncategorized,auto,59,1193,940,1,19972,45555
1029559,https://www.sgcarmart.com/listing/1029559,citroen,c4,2016,19-aug-2016,suv,uncategorized,auto,96,1199,1240,1,47528,46800
1029743,https://www.sgcarmart.com/listing/1029743,porsche,911,2012,01-mar-2013,sports car,uncategorized,auto,257,3436,1545,3,34000,310000
1022600,https://www.sgcarmart.com/listing/1022600,bmw,m5,2011,15-may-2012,sports_car,uncategorized,auto,412,4395,1945,3,93000,199888
1002229,https://www.sgcarmart.com/listing/1002229,mercedes-benz,s320l,2019,22-may-2019,luxury sedan,uncategorized,auto,200,2996,1940,1,6600,308800
1023164,https://www.sgcarmart.com/listing/1023164,honda,freed,2017,20-dec-2017,mpv,uncategorized,auto,101,1496,1430,2,68700,78800
1022328,https://www.sgcarmart.com/listing/1022328,bmw,216i,2019,24-oct-2019,mpv,uncategorized,auto,80,1499,1490,1,26900,119800
1017238,https://www.sgcarmart.com/listing/1017238,hyundai,elantra,2017,27-nov-2017,mid-sized sedan,uncategorized,auto,93,1591,1345,1,34703,60800
1027064,https://www.sgcarmart.com/listing/1027064,honda,fit,2008,16-apr-2008,hatchback,uncategorized,auto,73,1339,1010,2,73800,9900
980764,https://www.sgcarmart.com/listing/980764,Honda,vezel,2017,12-dec-2017,suv,uncategorized,auto,96,1496,1190,1,65800,67800
940749,https://www.sgcarmart.com/listing/940749,mercedes-benz,amg,2019,28-oct-2020,luxury sedan,uncategorized,auto,100,1332,1410,1,20,171988
1000651,https://www.sgcarmart.com/listing/1000651,mazda,2,2008,24-nov-2008,mpv,uncategorized,auto,107,1999,1527,4,150000,17800
1000453,https://www.sgcarmart.com/listing/1000453,toyota,previa,2008,03-dec-2008,mpv,uncategorized,auto,125,2362,1845,2,169000,56800
1009295,https://www.sgcarmart.com/listing/1009295,lexus,rx,2012,12-jun-2012,suv,uncategorized,auto,138,2672,1840,2,90000,104000
1021516,https://www.sgcarmart.com/listing/1021516,toyota,allion,2008,02-feb-2009,mid-sized sedan,uncategorized,auto,81,1496,1200,4,160000,18800
984379,https://www.sgcarmart.com/listing/984379,Nissan,gtr,2008,19-jun-2009,sports car,uncategorized,auto,353,3799,1740,4,115750,200800
1001348,https://www.sgcarmart.com/listing/1001348,mercedes-benz,amg,2020,26-apr-2021,suv,uncategorized,auto,120,1332,1485,1,68,177988
1021159,https://www.sgcarmart.com/listing/1021159,mini,cooper,2010,13-aug-2010,sports car,uncategorized,auto,135,1598,1155,4,56416,75800
1018934,https://www.sgcarmart.com/listing/1018934,citroen,c4,2015,13-jun-2016,mpv,uncategorized,auto,88,1560,1320,2,70000,52800
959609,https://www.sgcarmart.com/listing/959609,toyota,vellfire,2014,11-sep-2014,mpv,uncategorized,auto,125,2362,1910,2,75226,76800
997389,https://www.sgcarmart.com/listing/997389,hyundai,venue,2020,13-aug-2020,suv,uncategorized,auto,90,1598,1289,1,8000,74800
1030242,https://www.sgcarmart.com/listing/1030242,Bmw,520i,2012,07-jun-2013,luxury sedan,uncategorized,auto,135,1997,1685,2,97000,51800
1020422,https://www.sgcarmart.com/listing/1020422,Audi,a3,2019,15-sep-2020,luxury sedan,uncategorized,auto,85,999,1280,1,12000,120800
1030436,https://www.sgcarmart.com/listing/1030436,Honda,vezel,2017,13-dec-2017,suv,uncategorized,auto,112,1496,1280,2,64000,70800
1003396,https://www.sgcarmart.com/listing/1003396,kia,carens,2017,26-jul-2017,mpv,uncategorized,auto,104,1685,1525,1,57890,72888
986311,https://www.sgcarmart.com/listing/986311,honda,fit,2019,01-oct-2020,hatchback,uncategorized,auto,73,1317,1030,1,900,76888
992169,https://www.sgcarmart.com/listing/992169,lexus,ux,2019,04-nov-2019,suv,uncategorized,auto,127,1987,1485,2,16800,135800
1026029,https://www.sgcarmart.com/listing/1026029,Porsche,cayenne,2011,31-aug-2011,suv,uncategorized,auto,245,2995,2315,3,124000,138800
1011515,https://www.sgcarmart.com/listing/1011515,toyota,yaris,2020,02-jul-2021,suv,uncategorized,auto,88,1490,1120,1,88,98988
991281,https://www.sgcarmart.com/listing/991281,bmw,216i,2019,30-sep-2019,mpv,uncategorized,auto,80,1499,1490,1,33895,113800
1013969,https://www.sgcarmart.com/listing/1013969,suzuki,vitara,2017,02-jan-2019,suv,uncategorized,auto,88,1586,1160,1,16000,77500
1005699,https://www.sgcarmart.com/listing/1005699,nissan,x-trail,2016,29-apr-2016,suv,uncategorized,auto,106,1997,1626,1,117107,62800
1026297,https://www.sgcarmart.com/listing/1026297,nissan,qashqai,2015,17-dec-2015,suv,uncategorized,auto,85,1197,1285,1,80000,50800
1023662,https://www.sgcarmart.com/listing/1023662,mercedes-benz,amg,2019,21-nov-2019,suv,uncategorized,auto,155,1991,1785,1,14925,208800
1015542,https://www.sgcarmart.com/listing/1015542,Volkswagen,golf,2020,24-jul-2020,sports_car,uncategorized,auto,169,1984,1408,1,7500,166800
1023493,https://www.sgcarmart.com/listing/1023493,Audi,a3,2019,27-mar-2020,hatchback,uncategorized,auto,85,999,1275,1,16635,106800
1031254,https://www.sgcarmart.com/listing/1031254,mercedes-benz,c180,2012,08-oct-2012,luxury sedan,uncategorized,auto,115,1595,1485,2,89458,38800
1025064,https://www.sgcarmart.com/listing/1025064,mercedes-benz,e250,2009,08-jan-2010,luxury sedan,uncategorized,auto,150,1796,1650,4,140000,66900
1017330,https://www.sgcarmart.com/listing/1017330,bmw,x6,2012,04-apr-2013,suv,uncategorized,auto,225,2979,2070,4,103001,98000
983863,https://www.sgcarmart.com/listing/983863,nissan,x-trail,2016,30-may-2016,suv,uncategorized,auto,106,1997,1626,1,105992,68800
1022447,https://www.sgcarmart.com/listing/1022447,Honda,e,2017,13-dec-2017,mpv,uncategorized,auto,129,2356,1769,1,48734,101800
1017337,https://www.sgcarmart.com/listing/1017337,Mercedes-Benz,amg,2018,30-jan-2019,sports car,uncategorized,auto,145,1497,1590,1,55000,177800
1015817,https://www.sgcarmart.com/listing/1015817,mercedes-benz,e250,2010,06-aug-2010,luxury sedan,uncategorized,auto,150,1796,1650,3,136889,82888
1019167,https://www.sgcarmart.com/listing/1019167,Toyota,raize,2020,14-oct-2020,suv,uncategorized,auto,72,996,970,1,9000,68800
1021928,https://www.sgcarmart.com/listing/1021928,maserati,granturismo,2014,16-oct-2015,sports car,uncategorized,auto,298,4244,1880,2,65000,218800
959891,https://www.sgcarmart.com/listing/959891,honda,fit,2008,10-mar-2009,hatchback,uncategorized,auto,73,1339,1070,3,120000,21800
1006127,https://www.sgcarmart.com/listing/1006127,toyota,sienta,2017,23-oct-2017,mpv,uncategorized,auto,73,1496,1380,2,42000,71800
1020404,https://www.sgcarmart.com/listing/1020404,toyota,harrier,2016,28-jul-2017,suv,uncategorized,auto,111,1986,1580,1,80916,94888
974272,https://www.sgcarmart.com/listing/974272,volkswagen,touran,2020,30-nov-2020,mpv,uncategorized,auto,110,1395,1478,1,9000,145988
1014702,https://www.sgcarmart.com/listing/1014702,honda,civic,2016,10-oct-2016,mid-sized sedan,uncategorized,auto,92,1597,1249,1,45000,64800
1015466,https://www.sgcarmart.com/listing/1015466,hyundai,avante,2009,30-may-2009,mid-sized sedan,uncategorized,auto,89,1591,1264,5,140000,18800
1019844,https://www.sgcarmart.com/listing/1019844,toyota,noah,2019,22-jul-2019,mpv,uncategorized,auto,100,1797,1610,1,28000,113800
1012790,https://www.sgcarmart.com/listing/1012790,mercedes-benz,e250,2011,11-aug-2011,luxury sedan,uncategorized,auto,150,1796,1650,3,60000,96888
